code,name,level,parent
P01BB,Biguanides,4,P01B
P01BC,Methanolquinolines,4,P01B
P01BD,Diaminopyrimidines,4,P01B
P01BE,"Artemisinin and derivatives, plain",4,P01B
P01BF,"Artemisinin and derivatives, combinations",4,P01B
P01BX,Other antimalarials,4,P01B
P01CA,Nitroimidazole derivatives,4,P01C
P01CB,Antimony compounds,4,P01C
P01CC,Nitrofuran derivatives,4,P01C
P01CD,Arsenic compounds,4,P01C
P01CX,Other agents against leishmaniasis and trypanosomiasis,4,P01C
P02BA,Quinoline derivatives and related substances,4,P02B
P02BB,Organophosphorous compounds,4,P02B
P02BX,Other antitrematodal agents,4,P02B
P02CA,Benzimidazole derivatives,4,P02C
P02CB,Piperazine and derivatives,4,P02C
P02CC,Tetrahydropyrimidine derivatives,4,P02C
P02CE,Imidazothiazole derivatives,4,P02C
P02CF,Avermectines,4,P02C
P02CX,Other antinematodals,4,P02C
P02DA,Salicylic acid derivatives,4,P02D
P02DX,Other anticestodals,4,P02D
P03AA,Sulfur containing products,4,P03A
P03AB,Chlorine containing products,4,P03A
P03AC,"Pyrethrines, incl. synthetic compounds",4,P03A
P03AX,"Other ectoparasiticides, incl. scabicides",4,P03A
P03BA,Pyrethrines,4,P03B
P03BX,Other insecticides and repellents,4,P03B
R01AA,"Sympathomimetics, plain",4,R01A
R01AB,"Sympathomimetics, combinations excl. corticosteroids",4,R01A
R01AC,"Antiallergic agents, excl. corticosteroids",4,R01A
R01AD,Corticosteroids,4,R01A
R01AX,Other nasal preparations,4,R01A
R01BA,Sympathomimetics,4,R01B
R02AA,Antiseptics,4,R02A
R02AB,Antibiotics,4,R02A
R02AD,"Anesthetics, local",4,R02A
R02AX,Other throat preparations,4,R02A
R03AA,Alpha- and beta-adrenoreceptor agonists,4,R03A
R03AB,Non-selective beta-adrenoreceptor agonists,4,R03A
R03AC,Selective beta-2-adrenoreceptor agonists,4,R03A
R03AH,Combinations of adrenergics,4,R03A
R03AK,"Adrenergics in combination with corticosteroids or other drugs, excl. anticholinergics",4,R03A
R03AL,Adrenergics in combination with anticholinergics incl. triple combinations with corticosteroids,4,R03A
R03BA,Glucocorticoids,4,R03B
R03BB,Anticholinergics,4,R03B
R03BC,"Antiallergic agents, excl. corticosteroids",4,R03B
R03BX,"Other drugs for obstructive airway diseases, inhalants",4,R03B
R03CA,Alpha- and beta-adrenoreceptor agonists,4,R03C
R03CB,Non-selective beta-adrenoreceptor agonists,4,R03C
R03CC,Selective beta-2-adrenoreceptor agonists,4,R03C
R03CK,Adrenergics and other drugs for obstructive airway diseases,4,R03C
R03DA,Xanthines,4,R03D
R03DB,Xanthines and adrenergics,4,R03D
R03DC,Leukotriene receptor antagonists,4,R03D
R03DX,Other systemic drugs for obstructive airway diseases,4,R03D
R05CA,Expectorants,4,R05C
R05CB,Mucolytics,4,R05C
R05DA,Opium alkaloids and derivatives,4,R05D
R05DB,Other cough suppressants,4,R05D
R05FA,Opium derivatives and expectorants,4,R05F
R05FB,Other cough suppressants and expectorants,4,R05F
R06AA,Aminoalkyl ethers,4,R06A
R06AB,Substituted alkylamines,4,R06A
R06AC,Substituted ethylene diamines,4,R06A
R06AD,Phenothiazine derivatives,4,R06A
R06AE,Piperazine derivatives,4,R06A
R06AK,Combinations of antihistamines,4,R06A
R06AX,Other antihistamines for systemic use,4,R06A
R07AA,Lung surfactants,4,R07A
R07AB,Respiratory stimulants,4,R07A
R07AX,Other respiratory system products,4,R07A
S01AA,Antibiotics,4,S01A
S01AB,Sulfonamides,4,S01A
S01AD,Antivirals,4,S01A
S01AE,Fluoroquinolones,4,S01A
S01AX,Other antiinfectives,4,S01A
S01BA,"Corticosteroids, plain",4,S01B
S01BB,Corticosteroids and mydriatics in combination,4,S01B
S01BC,"Antiinflammatory agents, non-steroids",4,S01B
S01CA,Corticosteroids and antiinfectives in combination,4,S01C
S01CB,Corticosteroids/antiinfectives/mydriatics in combination,4,S01C
S01CC,"Antiinflammatory agents, non-steroids and antiinfectives in combination",4,S01C
S01EA,Sympathomimetics in glaucoma therapy,4,S01E
S01EB,Parasympathomimetics,4,S01E
S01EC,Carbonic anhydrase inhibitors,4,S01E
S01ED,Beta blocking agents,4,S01E
S01EE,Prostaglandin analogues,4,S01E
S01EX,Other antiglaucoma preparations,4,S01E
S01FA,Anticholinergics,4,S01F
S01FB,Sympathomimetics excl. antiglaucoma preparations,4,S01F
S01GA,Sympathomimetics used as decongestants,4,S01G
S01GX,Other antiallergics,4,S01G
S01HA,Local anesthetics,4,S01H
S01JA,Colouring agents,4,S01J
S01JX,Other ophthalmological diagnostic agents,4,S01J
S01KA,Viscoelastic substances,4,S01K
S01KX,Other surgical aids,4,S01K
S01LA,Antineovascularisation agents,4,S01L
S01XA,Other ophthalmologicals,4,S01X
S02AA,Antiinfectives,4,S02A
S02BA,Corticosteroids,4,S02B
S02CA,Corticosteroids and antiinfectives in combination,4,S02C
S02DA,Analgesics and anesthetics,4,S02D
S02DC,Indifferent preparations,4,S02D
S03AA,Antiinfectives,4,S03A
S03BA,Corticosteroids,4,S03B
S03CA,Corticosteroids and antiinfectives in combination,4,S03C
V01AA,Allergen extracts,4,V01A
V03AB,Antidotes,4,V03A
V03AC,Iron chelating agents,4,V03A
V03AE,Drugs for treatment of hyperkalemia and hyperphosphatemia,4,V03A
V03AF,Detoxifying agents for antineoplastic treatment,4,V03A
V03AG,Drugs for treatment of hypercalcemia,4,V03A
V03AH,Drugs for treatment of hypoglycemia,4,V03A
V03AK,Tissue adhesives,4,V03A
V03AM,Drugs for embolisation,4,V03A
V03AN,Medical gases,4,V03A
V03AX,Other therapeutic products,4,V03A
V03AZ,Nerve depressants,4,V03A
V04CA,Tests for diabetes,4,V04C
V04CB,Tests for fat absorption,4,V04C
V04CC,Tests for bile duct patency,4,V04C
V04CD,Tests for pituitary function,4,V04C
V04CE,Tests for liver functional capacity,4,V04C
V04CF,Tuberculosis diagnostics,4,V04C
V04CG,Tests for gastric secretion,4,V04C
V04CH,Tests for renal function and ureteral injuries,4,V04C
V04CJ,Tests for thyreoidea function,4,V04C
V04CK,Tests for pancreatic function,4,V04C
V04CL,Tests for allergic diseases,4,V04C
V04CM,Tests for fertility disturbances,4,V04C
V04CX,Other diagnostic agents,4,V04C
V06AA,Low-energy diets,4,V06A
V06CA,Nutrients without phenylalanine,4,V06C
V06DA,"Carbohydrates/proteins/minerals/vitamins, combinations",4,V06D
V06DB,"Fat/carbohydrates/proteins/minerals/vitamins, combinations",4,V06D
V06DC,Carbohydrates,4,V06D
V06DD,"Amino acids, incl. combinations with polypeptides",4,V06D
V06DE,"Amino acids/carbohydrates/minerals/vitamins, combinations",4,V06D
V06DF,Milk substitutes,4,V06D
V06DX,Other combinations of nutrients,4,V06D
V07AA,Plasters,4,V07A
V07AB,"Solvents and diluting agents, incl. irrigating solutions",4,V07A
V07AC,"Blood transfusion, auxiliary products",4,V07A
V07AD,"Blood tests, auxiliary products",4,V07A
V07AN,Incontinence equipment,4,V07A
V07AR,"Sensitivity tests, discs and tablets",4,V07A
V07AS,Stomi equipment,4,V07A
V07AT,Cosmetics,4,V07A
V07AV,Technical disinfectants,4,V07A
V07AX,Washing agents etc.,4,V07A
V07AY,Other non-therapeutic auxiliary products,4,V07A
V07AZ,Chemicals and reagents for analysis,4,V07A
V08AA,"Watersoluble, nephrotropic, high osmolar X-ray contrast media",4,V08A
V08AB,"Watersoluble, nephrotropic, low osmolar X-ray contrast media",4,V08A
V08AC,"Watersoluble, hepatotropic X-ray contrast media",4,V08A
V08AD,Non-watersoluble X-ray contrast media,4,V08A
V08BA,Barium sulfate containing X-ray contrast media,4,V08B
V08CA,Paramagnetic contrast media,4,V08C
V08CB,Superparamagnetic contrast media,4,V08C
V08CX,Other magnetic resonance imaging contrast media,4,V08C
V08DA,Ultrasound contrast media,4,V08D
V09AA,Technetium (99mTc) compounds,4,V09A
V09AB,Iodine (123I) compounds,4,V09A
V09AX,Other central nervous system diagnostic radiopharmaceuticals,4,V09A
V09BA,Technetium (99mTc) compounds,4,V09B
V09CA,Technetium (99mTc) compounds,4,V09C
V09CX,Other renal system diagnostic radiopharmaceuticals,4,V09C
V09DA,Technetium (99mTc) compounds,4,V09D
V09DB,"Technetium (99mTc), particles and colloids",4,V09D
V09DX,Other hepatic and reticulo endothelial system diagnostic radiopharmaceuticals,4,V09D
V09EA,"Technetium (99mTc), inhalants",4,V09E
V09EB,"Technetium (99mTc), particles for injection",4,V09E
V09EX,Other respiratory system diagnostic radiopharmaceuticals,4,V09E
V09FX,Various thyroid diagnostic radiopharmaceuticals,4,V09F
V09GA,Technetium (99mTc) compounds,4,V09G
V09GB,Iodine (125I) compounds,4,V09G
V09GX,Other cardiovascular system diagnostic radiopharmaceuticals,4,V09G
V09HA,Technetium (99mTc) compounds,4,V09H
V09HB,Indium (111In) compounds,4,V09H
V09HX,Other diagnostic radiopharmaceuticals for inflammation and infection detection,4,V09H
V09IA,Technetium (99mTc) compounds,4,V09I
V09IB,Indium (111In) compounds,4,V09I
V09IX,Other diagnostic radiopharmaceuticals for tumour detection,4,V09I
V09XA,Iodine (131I) compounds,4,V09X
V09XX,Various diagnostic radiopharmaceuticals,4,V09X
V10AA,Yttrium (90Y) compounds,4,V10A
V10AX,Other antiinflammatory therapeutic radiopharmaceuticals,4,V10A
V10BX,Various pain palliation radiopharmaceuticals,4,V10B
V10XA,Iodine (131I) compounds,4,V10X
V10XX,Various therapeutic radiopharmaceuticals,4,V10X
A01AA01,sodium fluoride,5,A01AA
A01AA02,sodium monofluorophosphate,5,A01AA
A01AA03,olaflur,5,A01AA
A01AA04,stannous fluoride,5,A01AA
A01AA30,combinations,5,A01AA
A01AA51,"sodium fluoride, combinations",5,A01AA
A01AB02,hydrogen peroxide,5,A01AB
A01AB03,chlorhexidine,5,A01AB
A01AB04,amphotericin B,5,A01AB
A01AB05,polynoxylin,5,A01AB
A01AB06,domiphen,5,A01AB
A01AB07,oxyquinoline,5,A01AB
A01AB08,neomycin,5,A01AB
A01AB09,miconazole,5,A01AB
A01AB10,natamycin,5,A01AB
A01AB11,various,5,A01AB
A01AB12,hexetidine,5,A01AB
A01AB13,tetracycline,5,A01AB
A01AB14,benzoxonium chloride,5,A01AB
A01AB15,tibezonium iodide,5,A01AB
A01AB16,mepartricin,5,A01AB
A01AB17,metronidazole,5,A01AB
A01AB18,clotrimazole,5,A01AB
A01AB19,sodium perborate,5,A01AB
A01AB21,chlortetracycline,5,A01AB
A01AB22,doxycycline,5,A01AB
A01AB23,minocycline,5,A01AB
A01AC01,triamcinolone,5,A01AC
A01AC02,dexamethasone,5,A01AC
A01AC03,hydrocortisone,5,A01AC
A01AC54,"prednisolone, combinations",5,A01AC
A01AD01,epinephrine,5,A01AD
A01AD02,benzydamine,5,A01AD
A01AD05,acetylsalicylic acid,5,A01AD
A01AD06,adrenalone,5,A01AD
A01AD07,amlexanox,5,A01AD
A01AD08,becaplermin,5,A01AD
A01AD11,various,5,A01AD
A02AA01,magnesium carbonate,5,A02AA
A02AA02,magnesium oxide,5,A02AA
A02AA03,magnesium peroxide,5,A02AA
A02AA04,magnesium hydroxide,5,A02AA
A02AA05,magnesium silicate,5,A02AA
A02AA10,combinations,5,A02AA
A02AB01,aluminium hydroxide,5,A02AB
A02AB02,algeldrate,5,A02AB
A02AB03,aluminium phosphate,5,A02AB
A02AB04,dihydroxialumini sodium carbonate,5,A02AB
A02AB05,aluminium acetoacetate,5,A02AB
A02AB06,aloglutamol,5,A02AB
A02AB07,aluminium glycinate,5,A02AB
A02AB10,combinations,5,A02AB
A02AC01,calcium carbonate,5,A02AC
A02AC02,calcium silicate,5,A02AC
A02AC10,combinations,5,A02AC
A02AD01,ordinary salt combinations,5,A02AD
A02AD02,magaldrate,5,A02AD
A02AD03,almagate,5,A02AD
A02AD04,hydrotalcite,5,A02AD
A02AD05,almasilate,5,A02AD
A02AF01,magaldrate and antiflatulents,5,A02AF
A02AF02,ordinary salt combinations and antiflatulents,5,A02AF
A02BA01,cimetidine,5,A02BA
A02BA02,ranitidine,5,A02BA
A02BA03,famotidine,5,A02BA
A02BA04,nizatidine,5,A02BA
A02BA05,niperotidine,5,A02BA
A02BA06,roxatidine,5,A02BA
A02BA07,ranitidine bismuth citrate,5,A02BA
A02BA08,lafutidine,5,A02BA
A02BA51,"cimetidine, combinations",5,A02BA
A02BA53,"famotidine, combinations",5,A02BA
A02BB01,misoprostol,5,A02BB
A02BB02,enprostil,5,A02BB
A02BC01,omeprazole,5,A02BC
A02BC02,pantoprazole,5,A02BC
A02BC03,lansoprazole,5,A02BC
A02BC04,rabeprazole,5,A02BC
A02BC05,esomeprazole,5,A02BC
A02BC06,dexlansoprazole,5,A02BC
A02BC07,dexrabeprazole,5,A02BC
A02BC08,vonoprazan,5,A02BC
A02BC53,"lansoprazole, combinations",5,A02BC
A02BC54,"rabeprazole, combinations",5,A02BC
A02BD01,"omeprazole, amoxicillin and metronidazole",5,A02BD
A02BD02,"lansoprazole, tetracycline and metronidazole",5,A02BD
A02BD03,"lansoprazole, amoxicillin and metronidazole",5,A02BD
A02BD04,"pantoprazole, amoxicillin and clarithromycin",5,A02BD
A02BD05,"omeprazole, amoxicillin and clarithromycin",5,A02BD
A02BD06,"esomeprazole, amoxicillin and clarithromycin",5,A02BD
A02BD07,"lansoprazole, amoxicillin and clarithromycin",5,A02BD
A02BD08,"bismuth subcitrate, tetracycline and metronidazole",5,A02BD
A02BD09,"lansoprazole, clarithromycin and tinidazole",5,A02BD
A02BD10,"lansoprazole, amoxicillin and levofloxacin",5,A02BD
A02BD11,"pantoprazole, amoxicillin, clarithromycin and metronidazole",5,A02BD
A02BD12,"rabeprazole, amoxicillin and clarithromycin",5,A02BD
A02BD13,"rabeprazole, amoxicillin and metronidazole",5,A02BD
A02BD14,"vonoprazan, amoxicillin and clarithromycin",5,A02BD
A02BD15,"vonoprazan, amoxicillin and metronidazole",5,A02BD
A02BX01,carbenoxolone,5,A02BX
A02BX02,sucralfate,5,A02BX
A02BX03,pirenzepine,5,A02BX
A02BX04,methiosulfonium chloride,5,A02BX
A02BX05,bismuth subcitrate,5,A02BX
A02BX06,proglumide,5,A02BX
A02BX07,gefarnate,5,A02BX
A02BX08,sulglicotide,5,A02BX
A02BX09,acetoxolone,5,A02BX
A02BX10,zolimidine,5,A02BX
A02BX11,troxipide,5,A02BX
A02BX12,bismuth subnitrate,5,A02BX
A02BX13,alginic acid,5,A02BX
A02BX14,rebamipide,5,A02BX
A02BX51,"carbenoxolone, combinations excl. psycholeptics",5,A02BX
A02BX71,"carbenoxolone, combinations with psycholeptics",5,A02BX
A02BX77,"gefarnate, combinations with psycholeptics",5,A02BX
A03AA01,oxyphencyclimine,5,A03AA
A03AA03,camylofin,5,A03AA
A03AA04,mebeverine,5,A03AA
A03AA05,trimebutine,5,A03AA
A03AA06,rociverine,5,A03AA
A03AA07,dicycloverine,5,A03AA
A03AA08,dihexyverine,5,A03AA
A03AA09,difemerine,5,A03AA
A03AA30,piperidolate,5,A03AA
A03AB01,benzilone,5,A03AB
A03AB02,glycopyrronium bromide,5,A03AB
A03AB03,oxyphenonium,5,A03AB
A03AB04,penthienate,5,A03AB
A03AB05,propantheline,5,A03AB
A03AB06,otilonium bromide,5,A03AB
A03AB07,methantheline,5,A03AB
A03AB08,tridihexethyl,5,A03AB
A03AB09,isopropamide,5,A03AB
A03AB10,hexocyclium,5,A03AB
A03AB11,poldine,5,A03AB
A03AB12,mepenzolate,5,A03AB
A03AB13,bevonium,5,A03AB
A03AB14,pipenzolate,5,A03AB
A03AB15,diphemanil,5,A03AB
A03AB16,(2-benzhydryloxyethyl)diethyl-methylammonium iodide,5,A03AB
A03AB17,tiemonium iodide,5,A03AB
A03AB18,prifinium bromide,5,A03AB
A03AB19,timepidium bromide,5,A03AB
A03AB21,fenpiverinium,5,A03AB
A03AB53,"oxyphenonium, combinations",5,A03AB
A03AC02,dimethylaminopropionylphenothiazine,5,A03AC
A03AC04,nicofetamide,5,A03AC
A03AC05,tiropramide,5,A03AC
A03AD01,papaverine,5,A03AD
A03AD02,drotaverine,5,A03AD
A03AD30,moxaverine,5,A03AD
A03AE01,alosetron,5,A03AE
A03AE03,cilansetron,5,A03AE
A03AX01,fenpiprane,5,A03AX
A03AX02,diisopromine,5,A03AX
A03AX03,chlorbenzoxamine,5,A03AX
A03AX04,pinaverium,5,A03AX
A03AX05,fenoverine,5,A03AX
A03AX06,idanpramine,5,A03AX
A03AX07,proxazole,5,A03AX
A03AX08,alverine,5,A03AX
A03AX09,trepibutone,5,A03AX
A03AX10,isometheptene,5,A03AX
A03AX11,caroverine,5,A03AX
A03AX12,phloroglucinol,5,A03AX
A03AX13,silicones,5,A03AX
A03AX14,valethamate,5,A03AX
A03AX15,menthae piperitae aetheroleum,5,A03AX
A03AX30,trimethyldiphenylpropylamine,5,A03AX
A03AX58,"alverine, combinations",5,A03AX
A03BA01,atropine,5,A03BA
A03BA03,hyoscyamine,5,A03BA
A03BA04,belladonna total alkaloids,5,A03BA
A03BB01,butylscopolamine,5,A03BB
A03BB02,methylatropine,5,A03BB
A03BB03,methylscopolamine,5,A03BB
A03BB04,fentonium,5,A03BB
A03BB05,cimetropium bromide,5,A03BB
A03BB06,homatropine methylbromide,5,A03BB
A03CA01,isopropamide and psycholeptics,5,A03CA
A03CA02,clidinium and psycholeptics,5,A03CA
A03CA03,oxyphencyclimine and psycholeptics,5,A03CA
A03CA04,otilonium bromide and psycholeptics,5,A03CA
A03CA05,glycopyrronium bromide and psycholeptics,5,A03CA
A03CA06,bevonium and psycholeptics,5,A03CA
A03CA07,ambutonium and psycholeptics,5,A03CA
A03CA08,diphemanil and psycholeptics,5,A03CA
A03CA09,pipenzolate and psycholeptics,5,A03CA
A03CA30,emepronium and psycholeptics,5,A03CA
A03CA34,propantheline and psycholeptics,5,A03CA
A03CB01,methylscopolamine and psycholeptics,5,A03CB
A03CB02,belladonna total alkaloids and psycholeptics,5,A03CB
A03CB03,atropine and psycholeptics,5,A03CB
A03CB04,homatropine methylbromide and psycholeptics,5,A03CB
A03CB31,hyoscyamine and psycholeptics,5,A03CB
A03DA01,tropenzilone and analgesics,5,A03DA
A03DA02,pitofenone and analgesics,5,A03DA
A03DA03,bevonium and analgesics,5,A03DA
A03DA04,ciclonium and analgesics,5,A03DA
A03DA05,camylofin and analgesics,5,A03DA
A03DA06,trospium and analgesics,5,A03DA
A03DA07,tiemonium iodide and analgesics,5,A03DA
A03DB04,butylscopolamine and analgesics,5,A03DB
A03FA01,metoclopramide,5,A03FA
A03FA02,cisapride,5,A03FA
A03FA03,domperidone,5,A03FA
A03FA04,bromopride,5,A03FA
A03FA05,alizapride,5,A03FA
A03FA06,clebopride,5,A03FA
A03FA07,itopride,5,A03FA
A03FA08,cinitapride,5,A03FA
A03FA09,mosapride,5,A03FA
A04AA01,ondansetron,5,A04AA
A04AA02,granisetron,5,A04AA
A04AA03,tropisetron,5,A04AA
A04AA04,dolasetron,5,A04AA
A04AA05,palonosetron,5,A04AA
A04AA55,"palonosetron, combinations",5,A04AA
A04AD01,scopolamine,5,A04AD
A04AD02,cerium oxalate,5,A04AD
A04AD04,chlorobutanol,5,A04AD
A04AD05,metopimazine,5,A04AD
A04AD10,dronabinol,5,A04AD
A04AD11,nabilone,5,A04AD
A04AD12,aprepitant,5,A04AD
A04AD13,casopitant,5,A04AD
A04AD14,rolapitant,5,A04AD
A04AD51,"scopolamine, combinations",5,A04AD
A04AD54,"chlorobutanol, combinations",5,A04AD
A05AA01,chenodeoxycholic acid,5,A05AA
A05AA02,ursodeoxycholic acid,5,A05AA
A05AA03,cholic acid,5,A05AA
A05AA04,obeticholic acid,5,A05AA
A05AB01,nicotinyl methylamide,5,A05AB
A05AX01,piprozolin,5,A05AX
A05AX02,hymecromone,5,A05AX
A05AX03,cyclobutyrol,5,A05AX
A05BA01,arginine glutamate,5,A05BA
A05BA03,silymarin,5,A05BA
A05BA04,citiolone,5,A05BA
A05BA05,epomediol,5,A05BA
A05BA06,ornithine oxoglurate,5,A05BA
A05BA07,tidiacic arginine,5,A05BA
A05BA08,glycyrrhizic acid,5,A05BA
A05BA09,metadoxine,5,A05BA
A06AA01,liquid paraffin,5,A06AA
A06AA02,docusate sodium,5,A06AA
A06AA51,"liquid paraffin, combinations",5,A06AA
A06AB01,oxyphenisatine,5,A06AB
A06AB02,bisacodyl,5,A06AB
A06AB03,dantron,5,A06AB
A06AB04,phenolphthalein,5,A06AB
A06AB05,castor oil,5,A06AB
A06AB06,senna glycosides,5,A06AB
A06AB07,cascara,5,A06AB
A06AB08,sodium picosulfate,5,A06AB
A06AB09,bisoxatin,5,A06AB
A06AB20,contact laxatives in combination,5,A06AB
A06AB30,contact laxatives in combination with belladonna alkaloids,5,A06AB
A06AB52,"bisacodyl, combinations",5,A06AB
A06AB53,"dantron, combinations",5,A06AB
A06AB56,"senna glycosides, combinations",5,A06AB
A06AB57,"cascara, combinations",5,A06AB
A06AB58,"sodium picosulfate, combinations",5,A06AB
A06AC01,ispaghula (psylla seeds),5,A06AC
A06AC02,ethulose,5,A06AC
A06AC03,sterculia,5,A06AC
A06AC05,linseed,5,A06AC
A06AC06,methylcellulose,5,A06AC
A06AC07,triticum (wheat fibre),5,A06AC
A06AC08,polycarbophil calcium,5,A06AC
A06AC51,"ispaghula, combinations",5,A06AC
A06AC53,"sterculia, combinations",5,A06AC
A06AC55,"linseed, combinations",5,A06AC
A06AD01,magnesium carbonate,5,A06AD
A06AD02,magnesium oxide,5,A06AD
A06AD03,magnesium peroxide,5,A06AD
A06AD04,magnesium sulfate,5,A06AD
A06AD10,mineral salts in combination,5,A06AD
A06AD11,lactulose,5,A06AD
A06AD12,lactitol,5,A06AD
A06AD13,sodium sulfate,5,A06AD
A06AD14,pentaerithrityl,5,A06AD
A06AD15,macrogol,5,A06AD
A06AD16,mannitol,5,A06AD
A06AD17,sodium phosphate,5,A06AD
A06AD18,sorbitol,5,A06AD
A06AD19,magnesium citrate,5,A06AD
A06AD21,sodium tartrate,5,A06AD
A06AD61,"lactulose, combinations",5,A06AD
A06AD65,"macrogol, combinations",5,A06AD
A06AG01,sodium phosphate,5,A06AG
A06AG02,bisacodyl,5,A06AG
A06AG03,"dantron, incl. combinations",5,A06AG
A06AG04,glycerol,5,A06AG
A06AG06,oil,5,A06AG
A06AG07,sorbitol,5,A06AG
A06AG10,"docusate sodium, incl. combinations",5,A06AG
A06AG11,"sodium lauryl sulfoacetate, incl. combinations",5,A06AG
A06AG20,combinations,5,A06AG
A06AH01,methylnaltrexone bromide,5,A06AH
A06AH02,alvimopan,5,A06AH
A06AH03,naloxegol,5,A06AH
A06AH04,naloxone,5,A06AH
A06AH05,naldemedine,5,A06AH
A06AX01,glycerol,5,A06AX
A06AX02,carbon dioxide producing drugs,5,A06AX
A06AX03,lubiprostone,5,A06AX
A06AX04,linaclotide,5,A06AX
A06AX05,prucalopride,5,A06AX
A06AX06,tegaserod,5,A06AX
A06AX07,plecanatide,5,A06AX
A06AX08,tenapanor,5,A06AX
A07AA01,neomycin,5,A07AA
A07AA02,nystatin,5,A07AA
A07AA03,natamycin,5,A07AA
A07AA04,streptomycin,5,A07AA
A07AA05,polymyxin B,5,A07AA
A07AA06,paromomycin,5,A07AA
A07AA07,amphotericin B,5,A07AA
A07AA08,kanamycin,5,A07AA
A07AA09,vancomycin,5,A07AA
A07AA10,colistin,5,A07AA
A07AA11,rifaximin,5,A07AA
A07AA12,fidaxomicin,5,A07AA
A07AA13,rifamycin,5,A07AA
A07AA51,"neomycin, combinations",5,A07AA
A07AA54,"streptomycin, combinations",5,A07AA
A07AB02,phthalylsulfathiazole,5,A07AB
A07AB03,sulfaguanidine,5,A07AB
A07AB04,succinylsulfathiazole,5,A07AB
A07AC01,miconazole,5,A07AC
A07AX01,broxyquinoline,5,A07AX
A07AX02,acetarsol,5,A07AX
A07AX03,nifuroxazide,5,A07AX
A07AX04,nifurzide,5,A07AX
A07BA01,medicinal charcoal,5,A07BA
A07BA51,"medicinal charcoal, combinations",5,A07BA
A07BC01,pectin,5,A07BC
A07BC02,kaolin,5,A07BC
A07BC03,crospovidone,5,A07BC
A07BC04,attapulgite,5,A07BC
A07BC05,diosmectite,5,A07BC
A07BC30,combinations,5,A07BC
A07BC54,"attapulgite, combinations",5,A07BC
A07DA01,diphenoxylate,5,A07DA
A07DA02,opium,5,A07DA
A07DA03,loperamide,5,A07DA
A07DA04,difenoxin,5,A07DA
A07DA05,loperamide oxide,5,A07DA
A07DA06,eluxadoline,5,A07DA
A07DA52,"morphine, combinations",5,A07DA
A07DA53,"loperamide, combinations",5,A07DA
A07EA01,prednisolone,5,A07EA
A07EA02,hydrocortisone,5,A07EA
A07EA03,prednisone,5,A07EA
A07EA04,betamethasone,5,A07EA
A07EA05,tixocortol,5,A07EA
A07EA06,budesonide,5,A07EA
A07EA07,beclometasone,5,A07EA
A07EB01,cromoglicic acid,5,A07EB
A07EC01,sulfasalazine,5,A07EC
A07EC02,mesalazine,5,A07EC
A07EC03,olsalazine,5,A07EC
A07EC04,balsalazide,5,A07EC
A07FA01,lactic acid producing organisms,5,A07FA
A07FA02,saccharomyces boulardii,5,A07FA
A07FA51,"lactic acid producing organisms, combinations",5,A07FA
A07XA01,albumin tannate,5,A07XA
A07XA02,ceratonia,5,A07XA
A07XA03,calcium compounds,5,A07XA
A07XA04,racecadotril,5,A07XA
A07XA06,crofelemer,5,A07XA
A07XA51,"albumin tannate, combinations",5,A07XA
A08AA01,phentermine,5,A08AA
A08AA02,fenfluramine,5,A08AA
A08AA03,amfepramone,5,A08AA
A08AA04,dexfenfluramine,5,A08AA
A08AA05,mazindol,5,A08AA
A08AA06,etilamfetamine,5,A08AA
A08AA07,cathine,5,A08AA
A08AA08,clobenzorex,5,A08AA
A08AA09,mefenorex,5,A08AA
A08AA10,sibutramine,5,A08AA
A08AA11,lorcaserin,5,A08AA
A08AA56,"ephedrine, combinations",5,A08AA
A08AA62,bupropion and naltrexone,5,A08AA
A08AB01,orlistat,5,A08AB
A08AX01,rimonabant,5,A08AX
A09AA01,diastase,5,A09AA
A09AA02,"multienzymes (lipase, protease etc.)",5,A09AA
A09AA03,pepsin,5,A09AA
A09AA04,tilactase,5,A09AA
A09AB01,glutamic acid hydrochloride,5,A09AB
A09AB02,betaine hydrochloride,5,A09AB
A09AB03,hydrochloric acid,5,A09AB
A09AB04,citric acid,5,A09AB
A09AC01,pepsin and acid preparations,5,A09AC
A09AC02,multienzymes and acid preparations,5,A09AC
A10AB01,insulin (human),5,A10AB
A10AB02,insulin (beef),5,A10AB
A10AB03,insulin (pork),5,A10AB
A10AB04,insulin lispro,5,A10AB
A10AB05,insulin aspart,5,A10AB
A10AB06,insulin glulisine,5,A10AB
A10AB30,combinations,5,A10AB
A10AC01,insulin (human),5,A10AC
A10AC02,insulin (beef),5,A10AC
A10AC03,insulin (pork),5,A10AC
A10AC04,insulin lispro,5,A10AC
A10AC30,combinations,5,A10AC
A10AD01,insulin (human),5,A10AD
A10AD02,insulin (beef),5,A10AD
A10AD03,insulin (pork),5,A10AD
A10AD04,insulin lispro,5,A10AD
A10AD05,insulin aspart,5,A10AD
A10AD06,insulin degludec and insulin aspart,5,A10AD
A10AD30,combinations,5,A10AD
A10AE01,insulin (human),5,A10AE
A10AE02,insulin (beef),5,A10AE
A10AE03,insulin (pork),5,A10AE
A10AE04,insulin glargine,5,A10AE
A10AE05,insulin detemir,5,A10AE
A10AE06,insulin degludec,5,A10AE
A10AE30,combinations,5,A10AE
A10AE54,insulin glargine and lixisenatide,5,A10AE
A10AE56,insulin degludec and liraglutide,5,A10AE
A10AF01,insulin (human),5,A10AF
